Year,DOY,Month,DOM,Time,ExFlow,GM,InFlow,HV,Spare,LLD,ULD,TankP,Temp,AirT,RelHum,Press,Batt,Ind,LLD,Comments
2011,305,11,1,00:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,00:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,01:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,01:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,02:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,02:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,03:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,03:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,04:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,04:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,05:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,05:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,06:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,06:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,07:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,07:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,08:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,08:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,09:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,09:30,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,10:00,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,0,-9999,
2011,305,11,1,10:30,4.5,224,7.2,645.1,-9999,1,0,1819,16.2,28.3,27.1,942.9,13.6,0,-9999,
2011,305,11,1,11:00,40.8,2039,6.8,644.8,-9999,5306,31,1897,19.5,27.5,27.8,942.7,13.6,1,5306,
2011,305,11,1,11:30,41.0,2048,7.2,645.6,-9999,3412,0,1912,24.6,30.9,21.3,942.5,13.6,1,3412,
2011,305,11,1,12:00,41.2,2059,6.8,646.1,-9999,2749,0,1883,27.8,30.9,20.2,942.2,13.6,1,2749,
2011,305,11,1,12:30,40.9,2044,6.7,646.5,-9999,2195,0,1900,30.9,34.1,16.7,941.7,13.6,1,2195,
2011,305,11,1,13:00,40.8,2040,6.6,646.9,-9999,1904,0,1855,34.1,36.2,14.2,941.1,13.6,1,1904,
2011,305,11,1,13:30,40.8,2042,6.6,647.1,-9999,1719,0,1854,36.6,36.2,14.0,940.5,13.6,1,1719,
2011,305,11,1,14:00,40.9,2046,6.8,647.4,-9999,1581,0,1837,38.7,37.0,13.5,940.0,13.6,1,1581,
2011,305,11,1,14:30,41.1,2055,6.8,647.4,-9999,1539,0,1845,40.3,34.0,15.7,939.4,13.6,1,1539,
2011,305,11,1,15:00,40.9,2046,6.8,647.3,-9999,11301,0,1833,41.0,34.1,15.2,938.8,13.6,0,-9999,C
2011,305,11,1,15:30,41.0,2052,6.5,647.2,-9999,48427,0,1820,41.6,32.5,16.6,938.1,13.6,0,-9999,C
2011,305,11,1,16:00,41.1,2055,6.2,647.2,-9999,69097,0,1823,41.8,31.1,18.0,937.7,13.6,0,-9999,C
2011,305,11,1,16:30,41.3,2064,5.7,647.2,-9999,82502,1,1836,41.5,28.7,20.3,937.5,13.6,0,-9999,C
2011,305,11,1,17:00,41.2,2060,5.9,647.2,-9999,89553,0,1831,41.0,29.3,19.7,937.3,13.6,0,-9999,C
2011,305,11,1,17:30,41.1,2057,5.9,647.2,-9999,94198,0,1832,40.7,27.9,21.1,937.2,13.6,0,-9999,C
2011,305,11,1,18:00,41.2,2059,5.9,647.1,-9999,95322,0,1843,40.4,27.2,22.1,937.2,13.6,0,-9999,C
2011,305,11,1,18:30,41.1,2057,6.1,647,-9999,94305,0,1846,39.9,26.0,23.8,937.4,13.6,0,-9999,C
2011,305,11,1,19:00,41.0,2052,6.4,646.8,-9999,94636,0,1847,39.3,24.3,26.4,937.4,13.6,0,-9999,C
2011,305,11,1,19:30,41.0,2051,6.4,646.8,-9999,93643,1,1864,38.1,21.1,31.5,937.5,13.6,0,-9999,C
2011,305,11,1,20:00,40.9,2044,6.3,646.6,-9999,94176,0,1877,36.0,19.1,36.0,937.6,13.6,0,-9999,C
2011,305,11,1,20:30,40.7,2033,5.6,646.3,-9999,92541,0,1884,33.8,17.9,39.8,938.0,13.6,0,-9999,C
2011,305,11,1,21:00,40.3,2014,5.8,646.2,-9999,92609,0,1876,32.2,15.8,47.2,938.7,13.6,0,-9999,C
2011,305,11,1,21:30,39.9,1997,5.7,645.9,-9999,93242,0,1874,30.4,13.9,56.2,938.8,13.6,0,-9999,C
2011,305,11,1,22:00,37.6,1880,5.8,645.4,-9999,95557,0,1803,28.7,12.9,60.6,939.1,13.6,0,-9999,C
2011,305,11,1,22:30,38.5,1925,5.8,645.3,-9999,96738,0,1843,27.4,12.0,63.1,939.2,13.6,0,-9999,C
2011,305,11,1,23:00,38.6,1930,6.1,645.2,-9999,97691,0,1853,26.4,11.2,64.5,939.0,13.6,0,-9999,C
2011,305,11,1,23:30,39.0,1949,6.1,644.8,-9999,97127,0,1868,25.6,10.7,64.5,938.6,13.6,0,-9999,C
2011,306,11,2,00:00,39.3,1965,5.8,644.7,-9999,99524,0,1883,25.0,9.6,64.4,938.3,13.6,0,-9999,C
2011,306,11,2,00:30,38.8,1941,6.4,644.7,-9999,101814,0,1875,24.3,8.6,64.8,937.9,13.6,0,-9999,C
2011,306,11,2,01:00,38.6,1928,6.5,644.4,-9999,106449,0,1874,23.5,7.9,65.3,937.7,13.6,0,-9999,C
2011,306,11,2,01:30,38.2,1910,6.5,644.3,-9999,109308,0,1868,22.9,7.4,65.4,937.2,13.6,0,-9999,C
2011,306,11,2,02:00,38.5,1925,6.4,644.3,-9999,111908,0,1878,22.3,7.1,65.7,936.7,13.6,0,-9999,C
2011,306,11,2,02:30,38.2,1910,6.3,644.1,-9999,115558,0,1872,21.8,6.3,66.9,936.1,13.6,0,-9999,C
2011,306,11,2,03:00,39.4,1968,6.1,643.8,-9999,118788,0,1908,21.3,6.3,67.6,935.8,13.6,0,-9999,C
2011,306,11,2,03:30,39.8,1991,6.1,643.6,-9999,114176,0,1917,20.9,7.1,68.3,935.3,13.6,0,-9999,C
2011,306,11,2,04:00,39.7,1984,6.0,643.6,-9999,110491,0,1912,20.9,7.8,69.5,934.9,13.6,0,-9999,C
2011,306,11,2,04:30,39.9,1993,5.7,643.8,-9999,105319,0,1911,21.2,9.5,68.8,935.0,13.6,0,-9999,C
2011,306,11,2,05:00,39.9,1995,6.0,644.2,-9999,102279,0,1902,22.0,10.8,69.8,935.1,13.6,0,-9999,C
2011,306,11,2,05:30,38.8,1941,6.1,644.2,-9999,102967,0,1866,22.8,11.2,71.1,934.9,13.6,0,-9999,C
2011,306,11,2,06:00,38.5,1926,6.1,644.3,-9999,104585,0,1847,23.3,11.7,71.5,934.8,13.6,0,-9999,C
2011,306,11,2,06:30,37.6,1879,5.3,644.5,-9999,104937,0,1813,23.7,12.1,72.3,935.0,13.6,0,-9999,C
2011,306,11,2,07:00,36.7,1834,5.6,644.7,-9999,106488,0,1785,24.0,12.2,72.4,935.4,13.6,0,-9999,C
2011,306,11,2,07:30,37.4,1868,6.1,644.7,-9999,106523,0,1811,24.2,12.9,70.6,935.7,13.6,0,-9999,C
2011,306,11,2,08:00,37.5,1874,6.2,644.7,-9999,106929,0,1816,24.5,13.9,68.2,936.3,13.6,0,-9999,C
2011,306,11,2,08:30,37.7,1883,6.0,644.9,-9999,106537,0,1819,25.1,15.6,63.9,936.5,13.6,0,-9999,C
2011,306,11,2,09:00,39.9,1995,7.0,645.3,-9999,104839,0,1893,26.0,17.5,58.0,936.6,13.6,0,-9999,C
2011,306,11,2,09:30,40.3,2017,7.1,645.3,-9999,104346,0,1906,27.1,20.2,46.8,936.6,13.6,0,-9999,C
2011,306,11,2,10:00,41.2,2061,7.2,645.7,-9999,103075,0,1901,28.4,22.3,37.2,936.4,13.6,0,-9999,C
2011,306,11,2,10:30,41.2,2062,7.1,645.9,-9999,101615,0,1904,29.8,22.0,34.2,936.0,13.6,0,-9999,C
2011,306,11,2,11:00,41.0,2052,7.1,646.3,-9999,100897,0,1910,30.8,25.7,27.5,936.1,13.6,0,-9999,C
2011,306,11,2,11:30,41.2,2058,7.2,646.3,-9999,100293,0,1893,32.3,32.4,18.7,935.9,13.6,0,-9999,C
2011,306,11,2,12:00,41.3,2063,7.1,646.6,-9999,99760,0,1866,34.3,33.9,15.4,935.4,13.6,0,-9999,C
2011,306,11,2,12:30,41.1,2053,7.1,646.8,-9999,99155,0,1840,36.0,33.8,14.3,934.9,13.6,0,-9999,C
2011,306,11,2,13:00,41.1,2055,7.0,646.8,-9999,95237,16,1835,37.2,33.0,14.5,934.5,13.6,0,-9999,C
2011,306,11,2,13:30,41.2,2060,6.9,646.8,-9999,61207,0,1836,36.5,34.1,13.9,934.1,13.6,0,-9999,C
2011,306,11,2,14:00,41.5,2073,6.6,646.9,-9999,37882,0,1835,36.4,30.2,17.8,933.8,13.6,0,-9999,C
2011,306,11,2,14:30,41.3,2066,6.5,646.7,-9999,22664,0,1840,35.7,27.7,21.2,933.8,13.6,0,-9999,C
2011,306,11,2,15:00,41.3,2067,6.3,646.6,-9999,13012,0,1854,35.2,25.5,24.5,933.6,13.6,0,-9999,C
2011,306,11,2,15:30,41.3,2063,6.5,646.4,-9999,7296,0,1864,35.0,22.6,29.1,933.6,13.6,0,-9999,C
2011,306,11,2,16:00,41.0,2048,6.5,646.3,-9999,4119,0,1869,34.4,22.2,30.6,933.4,13.6,0,-9999,C
2011,306,11,2,16:30,40.6,2028,6.5,646.3,-9999,2563,0,1845,34.1,22.6,30.3,933.2,13.6,0,-9999,C
2011,306,11,2,17:00,40.6,2029,6.4,646.3,-9999,1661,0,1846,33.8,21.9,31.5,933.3,13.6,0,-9999,C
2011,306,11,2,17:30,40.5,2024,6.5,646.3,-9999,1261,0,1850,33.4,21.7,31.9,933.5,13.6,0,-9999,C
2011,306,11,2,18:00,40.4,2019,6.6,646.3,-9999,991,0,1846,33.5,24.1,28.2,933.4,13.6,0,-9999,C
2011,306,11,2,18:30,40.5,2026,6.6,646.3,-9999,859,0,1838,34.4,23.1,29.3,933.6,13.6,1,859,
2011,306,11,2,19:00,40.8,2042,6.5,646.3,-9999,805,0,1849,34.4,20.4,34.2,934.0,13.6,1,805,
2011,306,11,2,19:30,40.2,2008,5.7,646.3,-9999,975,0,1833,33.4,16.8,47.8,934.7,13.6,1,975,
2011,306,11,2,20:00,40.3,2014,6.0,646.1,-9999,1085,0,1857,31.7,15.2,57.3,935.1,13.6,1,1085,
2011,306,11,2,20:30,40.5,2024,5.8,645.9,-9999,1205,0,1883,30.1,14.4,61.3,935.4,13.6,1,1205,
2011,306,11,2,21:00,39.5,1977,6.3,645.5,-9999,1288,0,1848,29.0,14.0,63.4,935.5,13.6,1,1288,
2011,306,11,2,21:30,39.4,1972,5.9,645.2,-9999,1389,0,1848,28.3,13.5,64.4,935.8,13.6,1,1389,
2011,306,11,2,22:00,38.4,1919,5.9,645.3,-9999,1379,0,1821,27.7,13.2,65.0,936.1,13.6,1,1379,
2011,306,11,2,22:30,38.2,1909,5.9,645.3,-9999,1481,0,1819,27.3,13.1,65.8,936.3,13.6,1,1481,
2011,306,11,2,23:00,37.7,1886,6.3,645.3,-9999,1572,0,1806,27.0,12.8,66.8,936.3,13.6,1,1572,
2011,306,11,2,23:30,37.8,1888,6.2,645.3,-9999,1701,0,1806,26.8,12.6,67.5,936.0,13.6,1,1701,
2011,307,11,3,00:00,37.8,1890,6.2,645.3,-9999,2046,0,1809,26.6,11.7,69.2,935.8,13.6,1,2046,
2011,307,11,3,00:30,39.0,1949,6.2,645.1,-9999,2280,0,1850,26.1,11.4,69.8,935.8,13.6,1,2280,
2011,307,11,3,01:00,39.6,1982,6.1,644.8,-9999,2302,0,1873,25.7,11.8,70.5,935.7,13.6,1,2302,
2011,307,11,3,01:30,38.4,1920,6.1,644.8,-9999,2266,0,1839,25.6,11.9,71.1,935.2,13.6,1,2266,
2011,307,11,3,02:00,37.7,1886,6.1,644.8,-9999,2240,0,1817,25.7,11.6,70.7,934.9,13.6,1,2240,
2011,307,11,3,02:30,37.7,1887,6.2,644.8,-9999,2929,0,1821,25.7,11.3,69.9,934.9,13.6,1,2929,
2011,307,11,3,03:00,39.5,1975,6.2,644.8,-9999,4512,0,1876,25.7,11.6,69.3,934.8,13.6,1,4512,
2011,307,11,3,03:30,39.7,1986,6.2,644.8,-9999,6461,0,1880,25.7,11.8,69.9,934.5,13.6,1,6461,
2011,307,11,3,04:00,39.9,1997,6.2,644.9,-9999,7787,0,1883,25.8,12.3,69.6,934.2,13.6,1,7787,
2011,307,11,3,04:30,39.7,1983,6.1,645,-9999,7949,0,1872,26.0,12.4,70.1,934.1,13.6,1,7949,
2011,307,11,3,05:00,39.2,1961,6.0,645.1,-9999,7206,0,1861,26.3,12.4,70.5,934.2,13.6,1,7206,
2011,307,11,3,05:30,38.8,1938,6.0,645.2,-9999,7216,0,1848,26.4,12.5,70.2,934.4,13.6,1,7216,
2011,307,11,3,06:00,39.0,1948,6.0,645.2,-9999,7004,0,1857,26.5,12.6,70.0,935.0,13.6,1,7004,
2011,307,11,3,06:30,39.6,1981,5.9,645.2,-9999,6692,0,1872,26.6,12.9,69.6,935.4,13.6,1,6692,
2011,307,11,3,07:00,40.1,2005,5.8,645.3,-9999,6718,0,1886,26.7,13.2,69.8,935.6,13.6,1,6718,
2011,307,11,3,07:30,38.9,1946,5.7,645.3,-9999,5589,0,1854,26.7,14.2,68.6,935.7,13.6,1,5589,
2011,307,11,3,08:00,40.3,2015,6.0,645.3,-9999,4275,0,1906,26.9,16.3,61.5,936.0,13.6,1,4275,
2011,307,11,3,08:30,39.9,1997,6.1,645.2,-9999,3174,0,1878,27.7,17.9,53.2,936.4,13.6,1,3174,
2011,307,11,3,09:00,40.1,2005,5.9,645.6,-9999,2379,0,1868,28.8,16.1,56.7,936.7,13.6,1,2379,
2011,307,11,3,09:30,40.1,2003,5.7,645.7,-9999,1716,0,1885,29.1,15.2,59.2,936.8,13.6,1,1716,
2011,307,11,3,10:00,40.1,2003,5.7,645.5,-9999,1253,0,1889,28.8,14.7,60.0,936.9,13.6,1,1253,
2011,307,11,3,10:30,40.3,2013,5.6,645.2,-9999,1020,0,1891,28.3,14.5,61.1,937.3,13.6,1,1020,
2011,307,11,3,11:00,40.2,2010,5.8,645.2,-9999,845,0,1900,28.0,15.5,58.6,937.5,13.6,1,845,
2011,307,11,3,11:30,39.8,1991,6.0,645.5,-9999,714,0,1887,28.6,21.4,44.3,937.2,13.6,1,714,
2011,307,11,3,12:00,40.5,2026,6.6,646,-9999,721,0,1893,30.4,24.7,35.5,937.1,13.6,1,721,
2011,307,11,3,12:30,40.7,2034,6.5,646.3,-9999,746,0,1879,32.6,25.5,31.4,936.8,13.6,1,746,
2011,307,11,3,13:00,40.4,2019,6.7,646.4,-9999,784,0,1854,34.6,27.1,28.0,936.5,13.6,1,784,
2011,307,11,3,13:30,40.4,2019,6.8,646.8,-9999,805,0,1856,36.3,26.6,28.4,936.3,13.6,1,805,
2011,307,11,3,14:00,40.6,2029,6.6,646.8,-9999,755,0,1848,37.1,23.7,32.0,936.3,13.6,1,755,
2011,307,11,3,14:30,40.3,2013,6.2,646.8,-9999,854,0,1847,36.7,22.1,35.3,936.4,13.6,1,854,
2011,307,11,3,15:00,39.8,1991,6.2,646.8,-9999,796,0,1843,36.3,24.3,32.2,936.2,13.6,1,796,
2011,307,11,3,15:30,39.8,1992,6.2,646.8,-9999,809,0,1836,36.9,25.2,30.9,935.8,13.6,1,809,
2011,307,11,3,16:00,39.9,1993,6.4,646.8,-9999,750,0,1820,38.1,26.0,29.5,935.8,13.6,1,750,
2011,307,11,3,16:30,40.0,2000,6.6,646.8,-9999,734,0,1814,39.4,25.0,31.0,935.6,13.6,1,734,
2011,307,11,3,17:00,39.9,1994,6.4,646.8,-9999,770,0,1802,39.7,23.6,33.4,935.8,13.6,1,770,
2011,307,11,3,17:30,39.9,1996,6.0,646.8,-9999,727,0,1815,39.4,21.2,38.9,936.0,13.6,1,727,
2011,307,11,3,18:00,39.8,1988,5.4,646.8,-9999,712,0,1813,38.3,19.3,43.6,936.3,13.6,1,712,
2011,307,11,3,18:30,39.5,1976,5.8,646.7,-9999,739,0,1820,36.7,17.1,48.9,936.7,13.6,1,739,
2011,307,11,3,19:00,39.8,1989,5.9,646.3,-9999,750,0,1849,34.6,14.5,56.1,937.1,13.6,1,750,
2011,307,11,3,19:30,40.0,2002,5.8,646,-9999,811,0,1870,31.9,13.3,60.5,937.7,13.6,1,811,
2011,307,11,3,20:00,39.4,1971,5.9,645.6,-9999,811,0,1844,29.6,12.5,64.0,938.2,13.6,1,811,
2011,307,11,3,20:30,38.4,1921,6.1,645.3,-9999,783,0,1810,27.9,11.8,66.5,938.8,13.6,1,783,
2011,307,11,3,21:00,38.6,1932,6.3,645.2,-9999,864,0,1820,26.6,11.3,67.6,939.4,13.6,1,864,
2011,307,11,3,21:30,38.3,1915,5.9,644.8,-9999,818,0,1821,25.6,11.0,68.1,939.8,13.6,1,818,
2011,307,11,3,22:00,38.0,1900,5.8,644.7,-9999,808,0,1817,24.9,10.7,68.6,940.0,13.6,1,808,
2011,307,11,3,22:30,37.7,1883,6.1,644.7,-9999,806,0,1813,24.5,10.5,69.0,940.2,13.6,1,806,
2011,307,11,3,23:00,37.9,1897,6.1,644.4,-9999,888,0,1827,24.2,10.4,69.5,940.2,13.6,1,888,
2011,307,11,3,23:30,38.4,1922,6.0,644.3,-9999,907,0,1848,24.0,10.3,70.1,940.3,13.6,1,907,
2011,308,11,4,00:00,38.6,1931,6.0,644.2,-9999,906,0,1856,23.9,10.3,70.6,940.7,13.6,1,906,
2011,308,11,4,00:30,38.2,1911,5.9,644.1,-9999,887,0,1847,23.7,10.3,70.7,940.9,13.6,1,887,
2011,308,11,4,01:00,38.6,1928,5.9,644.1,-9999,969,0,1858,23.7,10.4,70.2,940.7,13.6,1,969,
2011,308,11,4,01:30,39.3,1964,5.9,644.1,-9999,1023,0,1881,23.7,10.5,69.2,940.4,13.6,1,1023,
2011,308,11,4,02:00,39.3,1967,5.8,644.2,-9999,1103,0,1883,23.9,10.7,68.4,940.5,13.6,1,1103,
2011,308,11,4,02:30,39.4,1969,5.8,644.4,-9999,1194,0,1880,24.1,10.8,68.1,940.4,13.6,1,1194,
2011,308,11,4,03:00,39.4,1972,5.8,644.5,-9999,1260,0,1882,24.2,10.7,68.1,940.2,13.6,1,1260,
2011,308,11,4,03:30,39.5,1974,5.8,644.5,-9999,1290,0,1885,24.3,10.8,67.5,940.1,13.6,1,1290,
2011,308,11,4,04:00,39.3,1967,5.8,644.7,-9999,1494,0,1881,24.5,11.0,66.8,940.1,13.6,1,1494,
2011,308,11,4,04:30,39.3,1966,5.8,644.7,-9999,1737,0,1879,24.7,11.1,66.9,940.3,13.6,1,1737,
2011,308,11,4,05:00,39.7,1986,5.8,644.7,-9999,1717,0,1892,24.7,11.0,67.3,940.5,13.6,1,1717,
2011,308,11,4,05:30,40.5,2027,5.8,644.7,-9999,1745,0,1928,24.6,10.9,67.1,940.7,13.6,1,1745,
2011,308,11,4,06:00,40.0,1999,5.8,644.6,-9999,1650,0,1908,24.5,11.0,66.9,940.9,13.6,1,1650,
2011,308,11,4,06:30,40.4,2020,5.8,644.6,-9999,1800,0,1927,24.5,11.2,66.1,941.3,13.6,1,1800,
2011,308,11,4,07:00,40.2,2009,5.8,644.7,-9999,2838,0,1916,24.7,12.6,63.4,941.5,13.6,1,2838,
2011,308,11,4,07:30,40.1,2003,5.5,644.7,-9999,3082,0,1908,25.1,14.8,59.2,942.1,13.6,1,3082,
2011,308,11,4,08:00,40.1,2006,6.1,645,-9999,2508,0,1904,25.8,18.1,49.5,942.5,13.6,1,2508,
2011,308,11,4,08:30,40.3,2014,6.8,645.3,-9999,2012,0,1894,27.0,21.9,38.6,942.7,13.6,1,2012,
2011,308,11,4,09:00,40.2,2012,7.1,645.6,-9999,1646,0,1872,28.7,23.6,32.4,942.7,13.6,1,1646,
2011,308,11,4,09:30,40.3,2013,7.1,646,-9999,1262,0,1864,30.5,25.4,27.8,942.7,13.6,1,1262,
2011,308,11,4,10:00,40.3,2013,7.2,646.3,-9999,1083,0,1866,32.2,26.5,24.7,942.5,13.6,1,1083,
2011,308,11,4,10:30,40.1,2006,7.1,646.3,-9999,1034,0,1862,33.7,28.8,21.3,942.5,13.6,1,1034,
2011,308,11,4,11:00,40.1,2005,7.2,646.5,-9999,919,0,1850,35.4,30.5,18.7,942.5,13.6,1,919,
2011,308,11,4,11:30,40.2,2011,7.4,646.8,-9999,871,0,1845,37.0,32.5,16.3,942.3,13.6,1,871,
2011,308,11,4,12:00,40.2,2010,7.3,646.8,-9999,878,0,1846,38.6,33.8,14.7,942.1,13.6,1,878,
2011,308,11,4,12:30,40.1,2003,7.2,646.8,-9999,864,0,1842,39.9,35.7,13.2,941.7,13.6,1,864,
2011,308,11,4,13:00,40.1,2007,7.1,646.6,-9999,985,61,1823,41.4,36.9,12.2,941.4,13.6,1,985,
2011,308,11,4,13:30,40.1,2007,7.1,646.7,-9999,908,0,1824,42.3,36.6,12.0,941.2,13.6,1,908,
2011,308,11,4,14:00,40.2,2010,7.1,646.7,-9999,888,0,1826,43.2,36.9,11.7,941.0,13.6,1,888,
2011,308,11,4,14:30,40.4,2022,7.1,646.7,-9999,908,0,1816,44.3,36.5,11.9,940.8,13.6,1,908,
2011,308,11,4,15:00,40.6,2028,7.0,646.5,-9999,836,0,1806,45.6,36.1,12.0,940.4,13.6,1,836,
2011,308,11,4,15:30,40.6,2032,7.0,646.4,-9999,948,0,1810,46.6,35.5,12.2,940.2,13.6,1,948,
2011,308,11,4,16:00,40.7,2037,7.0,646.4,-9999,846,0,1812,47.2,34.6,12.5,940.0,13.6,1,846,
2011,308,11,4,16:30,40.7,2035,6.9,646.4,-9999,838,0,1801,47.8,34.0,13.1,939.8,13.6,1,838,
2011,308,11,4,17:00,40.5,2024,6.8,646.3,-9999,833,0,1799,48.1,32.0,14.9,939.9,13.6,1,833,
